date,vehicle_id,model,configuration,region,demo_type,customer_segment,converted,cycle_time_hrs,utilization_rate,revenue_generated,customer_satisfaction,mileage_driven
2026-02-28,FLT0137,Model X,Plaid,West Coast,Event Demo,Government,0,1.17,0.843,0.0,4.0,10.1
2026-02-28,FLT0274,Model 3,Performance,Southeast,Dealer Demo,Government,0,1.46,0.89,0.0,4.5,40.9
2026-02-28,FLT0360,Model 3,Standard Range,Southeast,Test Drive,Corporate,0,0.65,0.927,0.0,4.1,31.6
2026-02-28,FLT0151,Cybertruck,Standard Range,Southwest,VIP Demo,Government,1,1.45,0.693,57172.9,4.5,42.7
2026-03-01,FLT0128,Model X,Performance,Midwest,Dealer Demo,Government,1,1.53,0.568,78092.9,4.0,36.7
2026-03-01,FLT0003,Model 3,Plaid,West Coast,VIP Demo,Dealer,0,1.06,0.932,0.0,4.3,36.0
2026-03-01,FLT0290,Model Y,Long Range,Southeast,VIP Demo,Individual,0,2.32,0.743,0.0,4.5,11.7
2026-03-01,FLT0107,Model 3,Plaid,Southeast,VIP Demo,Dealer,1,2.11,0.613,41395.38,4.8,44.1
2026-03-01,FLT0082,Model S,Standard Range,West Coast,Test Drive,Government,0,1.33,0.661,0.0,4.3,22.0
2026-03-01,FLT0211,Model S,Standard Range,East Coast,Corporate Demo,Individual,0,2.5,0.729,0.0,4.2,10.3
2026-03-01,FLT0162,Cybertruck,Performance,West Coast,Dealer Demo,Individual,1,1.53,0.773,57001.02,3.6,32.2
2026-03-01,FLT0184,Model S,Long Range,Southwest,VIP Demo,Fleet,0,1.91,0.812,0.0,4.0,42.1
2026-03-01,FLT0211,Model S,Standard Range,East Coast,Corporate Demo,Government,0,2.42,0.79,0.0,4.0,25.4
2026-03-01,FLT0018,Model Y,Performance,West Coast,Test Drive,Corporate,1,1.39,0.803,48409.59,4.3,21.8
2026-03-01,FLT0158,Model S,Plaid,Midwest,Test Drive,Individual,0,1.73,0.879,0.0,4.1,16.4
2026-03-01,FLT0435,Model 3,Long Range,Southwest,Corporate Demo,Corporate,1,2.63,0.636,41298.22,3.8,20.2
2026-03-01,FLT0119,Model S,Performance,West Coast,Dealer Demo,Individual,0,2.59,0.786,0.0,4.2,34.6
2026-03-01,FLT0170,Model Y,Plaid,East Coast,VIP Demo,Corporate,0,0.51,0.844,0.0,4.1,31.3
2026-03-01,FLT0076,Model 3,Standard Range,Midwest,VIP Demo,Corporate,0,0.93,0.876,0.0,4.5,32.3
2026-03-01,FLT0153,Model Y,Standard Range,Southeast,Event Demo,Dealer,0,1.55,0.794,0.0,3.9,22.9
2026-03-01,FLT0463,Cybertruck,Standard Range,West Coast,Event Demo,Fleet,0,0.83,0.715,0.0,4.6,18.5
2026-03-01,FLT0162,Cybertruck,Performance,West Coast,VIP Demo,Fleet,0,2.84,0.803,0.0,4.4,18.1
2026-03-01,FLT0222,Model Y,Performance,Southeast,Event Demo,Corporate,0,2.13,0.933,0.0,4.5,19.5
2026-03-01,FLT0106,Model S,Performance,Midwest,Test Drive,Fleet,0,1.96,0.927,0.0,4.5,45.2
2026-03-01,FLT0123,Cybertruck,Long Range,Midwest,VIP Demo,Fleet,0,1.56,0.555,0.0,4.1,7.4
2026-03-01,FLT0100,Model Y,Long Range,West Coast,Test Drive,Corporate,0,2.46,0.943,0.0,3.7,7.8
2026-03-01,FLT0371,Model S,Performance,Southeast,Event Demo,Corporate,0,0.58,0.876,0.0,4.8,38.3
2026-03-01,FLT0003,Model 3,Plaid,West Coast,Corporate Demo,Dealer,0,1.78,0.869,0.0,4.5,7.1
2026-03-01,FLT0089,Model 3,Standard Range,East Coast,Dealer Demo,Government,0,2.47,0.824,0.0,3.6,38.5
2026-03-01,FLT0147,Model Y,Standard Range,Southwest,Corporate Demo,Dealer,0,2.65,0.727,0.0,4.5,36.9
2026-03-01,FLT0385,Cybertruck,Performance,Midwest,Event Demo,Dealer,0,2.01,0.86,0.0,3.9,13.0
2026-03-01,FLT0177,Cybertruck,Performance,Midwest,Test Drive,Corporate,0,2.34,0.598,0.0,3.9,16.9
2026-03-01,FLT0073,Model X,Performance,Southwest,Corporate Demo,Dealer,0,0.51,0.737,0.0,3.6,46.8
2026-03-01,FLT0159,Model 3,Long Range,West Coast,VIP Demo,Individual,0,2.06,0.887,0.0,4.7,29.8
2026-03-01,FLT0368,Model S,Plaid,Midwest,Test Drive,Fleet,0,2.89,0.758,0.0,3.7,29.4
2026-03-01,FLT0305,Model 3,Long Range,Southwest,Dealer Demo,Individual,0,2.71,0.815,0.0,3.9,47.8
2026-03-01,FLT0164,Model X,Long Range,Midwest,VIP Demo,Dealer,0,1.9,0.851,0.0,3.7,20.6
2026-03-01,FLT0347,Cybertruck,Plaid,Southeast,Corporate Demo,Dealer,0,1.11,0.566,0.0,4.1,40.8
2026-03-01,FLT0124,Model X,Long Range,East Coast,Test Drive,Government,0,2.31,0.56,0.0,4.7,28.1
2026-03-01,FLT0200,Model X,Plaid,Southwest,VIP Demo,Government,0,1.24,0.811,0.0,3.6,9.3
2026-03-01,FLT0465,Cybertruck,Standard Range,Midwest,VIP Demo,Dealer,1,0.66,0.818,61641.49,4.8,24.1
2026-03-01,FLT0091,Model Y,Plaid,East Coast,Test Drive,Corporate,0,2.26,0.94,0.0,4.5,47.3
2026-03-01,FLT0281,Model Y,Long Range,Midwest,Corporate Demo,Individual,0,1.33,0.585,0.0,4.7,30.1
2026-03-01,FLT0093,Model Y,Long Range,West Coast,VIP Demo,Corporate,0,1.52,0.73,0.0,4.0,22.5
2026-03-01,FLT0303,Model 3,Plaid,Midwest,Test Drive,Dealer,1,2.3,0.575,40983.8,3.6,43.2
2026-03-01,FLT0018,Model Y,Performance,West Coast,Event Demo,Dealer,1,2.47,0.671,45056.57,4.6,24.7
2026-03-01,FLT0130,Model X,Performance,East Coast,Dealer Demo,Individual,0,1.83,0.605,0.0,4.7,29.6
2026-03-01,FLT0049,Model 3,Standard Range,Southwest,Corporate Demo,Fleet,0,2.79,0.868,0.0,4.1,47.7
2026-03-01,FLT0126,Cybertruck,Plaid,West Coast,VIP Demo,Dealer,1,0.6,0.779,59364.49,4.3,8.8
2026-03-01,FLT0365,Model 3,Long Range,West Coast,Corporate Demo,Fleet,1,2.76,0.891,38569.82,3.8,32.8
2026-03-01,FLT0035,Cybertruck,Standard Range,Southwest,Event Demo,Corporate,1,2.18,0.777,57326.33,4.6,49.6
2026-03-01,FLT0325,Model Y,Plaid,West Coast,VIP Demo,Government,0,0.68,0.819,0.0,3.8,31.1
2026-03-01,FLT0198,Model Y,Long Range,East Coast,Event Demo,Fleet,0,2.14,0.59,0.0,4.9,19.3
2026-03-01,FLT0416,Model S,Long Range,Midwest,Dealer Demo,Fleet,0,1.26,0.784,0.0,4.0,19.2
2026-03-01,FLT0325,Model Y,Plaid,West Coast,Dealer Demo,Corporate,1,1.12,0.639,48127.14,4.2,42.8
2026-03-01,FLT0167,Model S,Long Range,West Coast,Corporate Demo,Fleet,0,1.66,0.693,0.0,4.3,12.9
2026-03-01,FLT0001,Model 3,Standard Range,Southwest,VIP Demo,Individual,0,2.65,0.606,0.0,3.9,44.9
2026-03-01,FLT0085,Model X,Performance,West Coast,Test Drive,Individual,0,2.62,0.803,0.0,4.4,39.6
2026-03-01,FLT0239,Model X,Standard Range,East Coast,Corporate Demo,Individual,0,1.86,0.949,0.0,4.7,21.5
2026-03-01,FLT0166,Model X,Plaid,Midwest,Corporate Demo,Dealer,0,1.23,0.736,0.0,4.1,27.6
2026-03-01,FLT0242,Model X,Long Range,West Coast,Corporate Demo,Dealer,0,2.39,0.606,0.0,4.3,30.5
2026-03-01,FLT0401,Model X,Standard Range,West Coast,Corporate Demo,Government,0,0.6,0.855,0.0,3.9,15.5
2026-03-01,FLT0016,Model 3,Plaid,Southwest,Corporate Demo,Dealer,0,1.4,0.738,0.0,3.6,49.1
2026-03-01,FLT0363,Model S,Plaid,Southeast,Event Demo,Individual,0,1.8,0.882,0.0,3.9,29.5
2026-03-01,FLT0317,Model S,Plaid,West Coast,Corporate Demo,Government,0,1.41,0.811,0.0,4.3,21.9
2026-03-01,FLT0245,Model S,Plaid,Southeast,Corporate Demo,Dealer,0,2.54,0.688,0.0,4.8,5.3
2026-03-01,FLT0154,Model Y,Long Range,Midwest,Corporate Demo,Government,1,0.69,0.807,45644.13,3.8,21.3
2026-03-01,FLT0156,Model S,Long Range,Southeast,Test Drive,Corporate,0,1.33,0.595,0.0,4.2,31.6
2026-03-01,FLT0429,Model S,Performance,Midwest,Dealer Demo,Individual,0,0.82,0.787,0.0,4.3,45.1
2026-03-01,FLT0482,Cybertruck,Plaid,Southwest,Corporate Demo,Individual,1,2.81,0.757,59432.74,5.0,33.7
2026-03-01,FLT0257,Model 3,Plaid,Southwest,Event Demo,Individual,0,2.02,0.739,0.0,3.8,23.5
2026-03-01,FLT0311,Model 3,Performance,Midwest,Corporate Demo,Dealer,0,0.95,0.814,0.0,4.6,20.4
2026-03-01,FLT0480,Model X,Long Range,East Coast,Dealer Demo,Dealer,0,1.07,0.704,0.0,3.8,43.7
2026-03-01,FLT0049,Model 3,Standard Range,Southwest,VIP Demo,Government,0,2.01,0.621,0.0,4.4,44.5
2026-03-01,FLT0192,Model Y,Long Range,Southeast,VIP Demo,Dealer,0,0.73,0.814,0.0,4.3,5.1
2026-03-01,FLT0193,Model 3,Long Range,West Coast,Dealer Demo,Dealer,0,2.69,0.829,0.0,4.9,26.7
2026-03-01,FLT0157,Model Y,Performance,West Coast,Dealer Demo,Fleet,0,2.35,0.855,0.0,3.6,11.0
2026-03-01,FLT0197,Model Y,Long Range,Southwest,Dealer Demo,Corporate,0,0.71,0.789,0.0,3.9,5.2
2026-03-01,FLT0103,Cybertruck,Performance,West Coast,Test Drive,Dealer,0,1.8,0.7,0.0,4.7,23.4
2026-03-01,FLT0115,Model X,Standard Range,Southwest,Test Drive,Corporate,0,1.96,0.655,0.0,4.3,32.5
2026-03-01,FLT0363,Model S,Plaid,Southeast,Dealer Demo,Corporate,0,2.46,0.743,0.0,4.3,16.4
2026-03-01,FLT0464,Model 3,Performance,East Coast,Event Demo,Dealer,0,2.26,0.844,0.0,4.5,38.7
2026-03-01,FLT0056,Model 3,Long Range,East Coast,Dealer Demo,Corporate,1,1.77,0.864,41203.41,4.4,35.8
2026-03-01,FLT0423,Model 3,Performance,Midwest,Test Drive,Corporate,0,2.09,0.872,0.0,4.2,32.0
2026-03-01,FLT0180,Model S,Performance,East Coast,Test Drive,Individual,0,1.43,0.794,0.0,4.9,23.0
2026-03-01,FLT0306,Model S,Plaid,Southeast,VIP Demo,Fleet,0,1.99,0.928,0.0,4.5,24.8
2026-03-01,FLT0312,Model S,Performance,East Coast,Corporate Demo,Dealer,0,0.58,0.79,0.0,3.8,12.6
2026-03-01,FLT0092,Model S,Performance,West Coast,Test Drive,Fleet,0,0.5,0.613,0.0,4.7,20.9
2026-03-01,FLT0372,Model S,Standard Range,Southeast,Dealer Demo,Government,0,1.79,0.845,0.0,3.6,17.8
2026-03-01,FLT0268,Model S,Performance,Midwest,VIP Demo,Dealer,1,2.91,0.661,75797.73,3.8,46.8
2026-03-01,FLT0046,Model Y,Standard Range,Southwest,VIP Demo,Individual,1,1.52,0.593,44990.21,3.9,47.6
2026-03-01,FLT0162,Cybertruck,Performance,West Coast,VIP Demo,Fleet,0,2.53,0.78,0.0,4.9,30.3
2026-03-01,FLT0500,Model 3,Plaid,Southwest,Corporate Demo,Fleet,0,1.65,0.734,0.0,3.5,10.2
2026-03-01,FLT0358,Model 3,Performance,Midwest,Test Drive,Government,0,2.99,0.821,0.0,4.0,48.0
2026-03-01,FLT0078,Model Y,Performance,West Coast,VIP Demo,Dealer,1,2.58,0.649,45087.14,4.5,41.9
2026-03-01,FLT0298,Cybertruck,Standard Range,West Coast,Test Drive,Dealer,0,1.69,0.691,0.0,3.9,47.6
2026-03-01,FLT0277,Model 3,Performance,Southeast,Corporate Demo,Government,0,1.09,0.647,0.0,3.8,42.6
2026-03-01,FLT0149,Model S,Plaid,Southwest,VIP Demo,Fleet,1,0.77,0.918,76318.59,4.5,32.6
2026-03-01,FLT0181,Model Y,Performance,West Coast,VIP Demo,Individual,0,1.43,0.676,0.0,4.8,30.9
2026-03-01,FLT0141,Cybertruck,Long Range,Midwest,Event Demo,Government,0,2.41,0.754,0.0,4.6,10.8
2026-03-01,FLT0434,Cybertruck,Plaid,West Coast,VIP Demo,Government,0,1.85,0.751,0.0,4.5,12.9
2026-03-01,FLT0443,Cybertruck,Performance,Midwest,Test Drive,Dealer,0,2.22,0.555,0.0,4.4,19.6
2026-03-01,FLT0193,Model 3,Long Range,West Coast,VIP Demo,Fleet,1,1.16,0.658,41834.11,4.0,13.3
2026-03-01,FLT0321,Model S,Standard Range,Southwest,Dealer Demo,Corporate,0,2.38,0.696,0.0,4.2,30.7
2026-03-01,FLT0443,Cybertruck,Performance,Midwest,VIP Demo,Corporate,0,2.3,0.872,0.0,4.8,13.8
2026-03-01,FLT0024,Model X,Plaid,East Coast,Corporate Demo,Government,0,0.94,0.75,0.0,4.8,28.3
2026-03-01,FLT0073,Model X,Performance,Southwest,Event Demo,Government,0,1.91,0.777,0.0,4.5,7.7
2026-03-01,FLT0274,Model 3,Performance,Southeast,Event Demo,Government,0,0.74,0.848,0.0,4.0,30.1
2026-03-01,FLT0069,Model Y,Standard Range,Southeast,Event Demo,Fleet,1,0.8,0.897,49176.65,3.8,30.9
2026-03-01,FLT0005,Cybertruck,Standard Range,Southeast,VIP Demo,Corporate,0,1.21,0.68,0.0,4.7,25.1
2026-03-01,FLT0348,Model X,Performance,Southwest,Test Drive,Government,0,1.66,0.933,0.0,4.5,46.8
2026-03-01,FLT0383,Model Y,Long Range,Midwest,Dealer Demo,Dealer,0,2.62,0.579,0.0,3.8,19.3
2026-03-01,FLT0244,Model 3,Performance,Southeast,Event Demo,Fleet,0,1.49,0.905,0.0,4.9,38.7
2026-03-01,FLT0320,Model Y,Standard Range,Southwest,VIP Demo,Government,0,0.96,0.559,0.0,4.5,47.3
2026-03-01,FLT0276,Model S,Standard Range,East Coast,Test Drive,Corporate,1,0.76,0.576,77840.18,4.3,6.2
2026-03-01,FLT0102,Model S,Performance,Southeast,Dealer Demo,Dealer,0,0.71,0.655,0.0,4.5,44.8
2026-03-01,FLT0490,Model S,Performance,East Coast,Event Demo,Corporate,0,1.21,0.801,0.0,4.8,6.3
2026-03-01,FLT0184,Model S,Long Range,Southwest,Event Demo,Fleet,0,1.67,0.898,0.0,4.3,11.1
2026-03-01,FLT0434,Cybertruck,Plaid,West Coast,VIP Demo,Corporate,0,1.64,0.85,0.0,4.2,33.8
2026-03-01,FLT0413,Model 3,Performance,West Coast,VIP Demo,Fleet,0,1.7,0.641,0.0,4.0,23.5
2026-03-01,FLT0092,Model S,Performance,West Coast,Corporate Demo,Fleet,1,1.81,0.853,72272.25,3.9,29.1
2026-03-01,FLT0075,Model Y,Performance,Midwest,Dealer Demo,Government,0,2.41,0.869,0.0,4.7,29.7
2026-03-01,FLT0029,Model Y,Long Range,Midwest,Corporate Demo,Government,0,1.59,0.65,0.0,4.5,42.3
2026-03-01,FLT0130,Model X,Performance,East Coast,Corporate Demo,Fleet,1,2.06,0.757,82399.67,4.4,36.2
2026-03-01,FLT0098,Model X,Standard Range,Midwest,Event Demo,Fleet,0,1.83,0.658,0.0,3.6,11.1
2026-03-01,FLT0303,Model 3,Plaid,Midwest,Test Drive,Government,0,1.18,0.799,0.0,3.5,7.2
2026-03-01,FLT0362,Model 3,Plaid,Southeast,VIP Demo,Individual,1,0.76,0.658,40860.78,4.6,15.5
2026-03-01,FLT0031,Cybertruck,Performance,Southeast,Corporate Demo,Individual,0,1.35,0.675,0.0,5.0,25.9
2026-03-01,FLT0095,Model Y,Long Range,East Coast,Test Drive,Fleet,1,2.38,0.608,45902.57,4.1,29.4
2026-03-01,FLT0099,Model Y,Plaid,Southwest,Corporate Demo,Corporate,0,1.13,0.703,0.0,5.0,37.2
2026-03-01,FLT0310,Model S,Plaid,Midwest,Dealer Demo,Government,0,2.99,0.63,0.0,3.6,35.0
2026-03-01,FLT0103,Cybertruck,Performance,West Coast,Corporate Demo,Government,0,2.9,0.924,0.0,4.6,38.5
2026-03-01,FLT0389,Cybertruck,Plaid,East Coast,VIP Demo,Dealer,1,1.7,0.67,59162.56,3.6,35.0
2026-03-01,FLT0091,Model Y,Plaid,East Coast,Test Drive,Corporate,0,1.31,0.617,0.0,3.7,40.5
2026-03-01,FLT0216,Model X,Plaid,Southwest,Test Drive,Individual,0,2.23,0.825,0.0,4.7,16.2
2026-03-01,FLT0242,Model X,Long Range,West Coast,Dealer Demo,Individual,0,1.35,0.938,0.0,3.6,21.0
2026-03-01,FLT0330,Model Y,Standard Range,West Coast,Corporate Demo,Dealer,0,0.81,0.643,0.0,4.7,39.1
2026-03-01,FLT0450,Model S,Performance,Midwest,Dealer Demo,Corporate,1,1.44,0.84,73130.22,3.6,36.8
2026-03-01,FLT0141,Cybertruck,Long Range,Midwest,VIP Demo,Fleet,0,1.73,0.777,0.0,4.0,26.1
2026-03-01,FLT0491,Cybertruck,Plaid,Southeast,VIP Demo,Dealer,1,1.83,0.73,61916.51,4.3,25.4
2026-03-01,FLT0312,Model S,Performance,East Coast,VIP Demo,Government,0,2.71,0.798,0.0,4.4,19.4
2026-03-01,FLT0371,Model S,Performance,Southeast,Test Drive,Dealer,0,0.97,0.823,0.0,3.7,17.7
2026-03-01,FLT0496,Cybertruck,Performance,Southeast,Dealer Demo,Fleet,1,1.81,0.577,62011.16,3.7,44.3
2026-03-01,FLT0107,Model 3,Plaid,Southeast,Corporate Demo,Individual,0,0.75,0.778,0.0,4.5,28.7
2026-03-01,FLT0299,Model X,Performance,Southeast,VIP Demo,Fleet,1,1.05,0.837,76104.69,4.9,34.5
2026-03-01,FLT0207,Model X,Performance,Southeast,Test Drive,Government,0,0.65,0.773,0.0,4.1,21.6
2026-03-01,FLT0335,Model 3,Long Range,Midwest,Test Drive,Dealer,0,0.6,0.578,0.0,4.9,48.2
2026-03-01,FLT0011,Cybertruck,Performance,West Coast,Test Drive,Individual,0,1.83,0.626,0.0,3.9,33.1
2026-03-01,FLT0171,Model S,Performance,Southwest,Corporate Demo,Dealer,0,1.54,0.592,0.0,4.0,25.6
2026-03-01,FLT0220,Model X,Standard Range,East Coast,Dealer Demo,Individual,1,0.95,0.711,78700.1,3.7,49.9
2026-03-01,FLT0097,Model Y,Performance,East Coast,Dealer Demo,Fleet,0,1.88,0.949,0.0,4.1,33.5
2026-03-01,FLT0199,Model 3,Long Range,West Coast,Event Demo,Dealer,0,1.86,0.7,0.0,4.6,21.2
2026-03-01,FLT0403,Cybertruck,Plaid,West Coast,Dealer Demo,Government,0,0.5,0.564,0.0,3.5,11.1
2026-03-01,FLT0116,Model Y,Plaid,Southeast,Event Demo,Individual,0,1.05,0.892,0.0,4.7,36.0
2026-03-01,FLT0349,Model S,Long Range,West Coast,Event Demo,Dealer,0,1.93,0.779,0.0,4.2,12.0
2026-03-01,FLT0407,Model 3,Long Range,East Coast,Event Demo,Fleet,0,1.12,0.652,0.0,4.4,30.6
2026-03-01,FLT0315,Cybertruck,Standard Range,Southeast,Corporate Demo,Individual,0,2.48,0.619,0.0,4.5,30.9
2026-03-01,FLT0301,Cybertruck,Performance,Midwest,Test Drive,Dealer,0,0.59,0.873,0.0,4.7,46.5
2026-03-01,FLT0201,Model Y,Performance,Southwest,Event Demo,Fleet,0,1.59,0.922,0.0,4.7,38.6
2026-03-01,FLT0209,Model X,Performance,Southeast,VIP Demo,Individual,0,2.08,0.572,0.0,4.0,30.4
2026-03-01,FLT0432,Model S,Standard Range,West Coast,Event Demo,Dealer,0,0.88,0.819,0.0,5.0,38.9
2026-03-01,FLT0477,Model Y,Long Range,Midwest,VIP Demo,Dealer,1,1.58,0.865,45345.66,4.0,26.4
2026-03-01,FLT0231,Model Y,Standard Range,Southwest,Test Drive,Dealer,0,0.71,0.751,0.0,3.7,11.1
2026-03-01,FLT0099,Model Y,Plaid,Southwest,VIP Demo,Corporate,0,2.13,0.628,0.0,4.6,16.1
2026-03-01,FLT0049,Model 3,Standard Range,Southwest,Test Drive,Fleet,0,1.31,0.92,0.0,4.5,24.1
2026-03-01,FLT0041,Model 3,Long Range,East Coast,Event Demo,Corporate,0,1.98,0.56,0.0,5.0,32.7
2026-03-01,FLT0273,Model X,Performance,West Coast,Dealer Demo,Dealer,1,0.61,0.877,77597.48,4.1,39.1
2026-03-01,FLT0011,Cybertruck,Performance,West Coast,Test Drive,Individual,0,1.11,0.798,0.0,4.7,17.9
2026-03-01,FLT0472,Cybertruck,Standard Range,Southwest,Event Demo,Individual,0,1.68,0.683,0.0,3.8,29.6
2026-03-01,FLT0457,Model 3,Long Range,Southwest,Event Demo,Dealer,0,2.32,0.607,0.0,3.5,31.2
2026-03-01,FLT0203,Model X,Standard Range,Southeast,VIP Demo,Individual,1,0.65,0.63,81572.21,3.9,25.9
2026-03-01,FLT0291,Model 3,Long Range,Southeast,Test Drive,Individual,0,1.18,0.891,0.0,4.8,5.9
2026-03-01,FLT0060,Model 3,Standard Range,West Coast,Dealer Demo,Corporate,0,1.77,0.834,0.0,4.2,31.9
2026-03-01,FLT0194,Model X,Long Range,Southeast,Test Drive,Corporate,0,2.92,0.774,0.0,3.6,46.5
2026-03-01,FLT0341,Model 3,Plaid,West Coast,Event Demo,Fleet,0,2.36,0.557,0.0,4.0,18.6
2026-03-01,FLT0033,Model S,Plaid,East Coast,VIP Demo,Fleet,0,2.06,0.901,0.0,4.7,6.3
2026-03-01,FLT0255,Model S,Plaid,Southwest,VIP Demo,Fleet,1,1.35,0.707,72279.46,4.6,28.4
2026-03-01,FLT0489,Model Y,Standard Range,Midwest,VIP Demo,Corporate,0,1.93,0.721,0.0,4.4,25.2
2026-03-01,FLT0194,Model X,Long Range,Southeast,Corporate Demo,Corporate,0,1.95,0.824,0.0,3.7,36.0
2026-03-01,FLT0084,Model S,Long Range,Southwest,VIP Demo,Corporate,0,2.77,0.858,0.0,4.3,12.1
2026-03-01,FLT0044,Model Y,Performance,Midwest,Test Drive,Dealer,0,2.3,0.624,0.0,3.7,6.3
2026-03-01,FLT0452,Model X,Plaid,Southeast,Event Demo,Government,0,1.26,0.848,0.0,4.5,38.2
2026-03-01,FLT0367,Cybertruck,Long Range,Southwest,Corporate Demo,Corporate,1,0.96,0.855,60671.89,3.9,30.5
2026-03-01,FLT0472,Cybertruck,Standard Range,Southwest,Corporate Demo,Dealer,1,2.22,0.694,61128.85,4.2,27.6
2026-03-01,FLT0119,Model S,Performance,West Coast,VIP Demo,Government,0,1.43,0.891,0.0,3.7,13.7
2026-03-01,FLT0213,Cybertruck,Plaid,Midwest,Test Drive,Government,0,0.54,0.658,0.0,4.6,49.5
2026-03-01,FLT0008,Model X,Performance,Southwest,Corporate Demo,Individual,1,2.89,0.726,80936.47,4.5,44.0
2026-03-01,FLT0049,Model 3,Standard Range,Southwest,Corporate Demo,Government,0,0.6,0.844,0.0,4.0,32.5
2026-03-01,FLT0440,Model 3,Standard Range,East Coast,VIP Demo,Dealer,0,2.1,0.832,0.0,3.7,25.6
2026-03-01,FLT0190,Model S,Plaid,West Coast,Test Drive,Corporate,0,1.49,0.844,0.0,4.3,33.4
2026-03-01,FLT0437,Model X,Performance,Southwest,Test Drive,Corporate,0,1.5,0.672,0.0,4.2,24.0
2026-03-01,FLT0331,Model X,Plaid,Midwest,VIP Demo,Individual,0,2.76,0.735,0.0,3.6,27.5
2026-03-01,FLT0089,Model 3,Standard Range,East Coast,Corporate Demo,Dealer,0,2.24,0.604,0.0,4.2,13.0
2026-03-01,FLT0375,Model X,Performance,East Coast,VIP Demo,Corporate,0,0.73,0.68,0.0,4.6,12.4
2026-03-01,FLT0315,Cybertruck,Standard Range,Southeast,Test Drive,Individual,1,1.62,0.695,60142.9,4.1,40.6
2026-03-01,FLT0497,Cybertruck,Plaid,Southeast,VIP Demo,Dealer,0,1.45,0.702,0.0,4.9,30.4
2026-03-01,FLT0289,Cybertruck,Standard Range,West Coast,Corporate Demo,Corporate,0,0.95,0.835,0.0,4.0,39.6
2026-03-01,FLT0456,Model Y,Plaid,Southeast,Dealer Demo,Fleet,0,0.79,0.603,0.0,4.4,16.4
2026-03-01,FLT0252,Cybertruck,Long Range,East Coast,Dealer Demo,Government,0,1.86,0.552,0.0,3.9,31.5
2026-03-01,FLT0017,Model S,Long Range,Southwest,Dealer Demo,Government,0,0.7,0.79,0.0,4.3,32.9
2026-03-01,FLT0354,Cybertruck,Plaid,Southeast,VIP Demo,Corporate,1,0.87,0.811,57220.33,4.8,35.0
2026-03-01,FLT0457,Model 3,Long Range,Southwest,VIP Demo,Fleet,1,0.72,0.594,41974.94,3.7,17.8
2026-03-01,FLT0366,Model X,Plaid,Southeast,VIP Demo,Dealer,0,0.94,0.732,0.0,4.9,9.2
2026-03-01,FLT0222,Model Y,Performance,Southeast,Event Demo,Fleet,0,1.45,0.577,0.0,4.3,18.2
2026-03-01,FLT0329,Cybertruck,Standard Range,West Coast,Corporate Demo,Individual,0,1.19,0.761,0.0,4.5,32.5
2026-03-01,FLT0493,Model X,Plaid,East Coast,Test Drive,Dealer,0,2.07,0.945,0.0,4.5,47.0
2026-03-01,FLT0155,Cybertruck,Long Range,Midwest,Event Demo,Government,0,1.29,0.76,0.0,4.0,10.8
2026-03-01,FLT0319,Cybertruck,Long Range,East Coast,VIP Demo,Government,0,2.08,0.747,0.0,4.4,36.9
2026-03-01,FLT0072,Cybertruck,Standard Range,Southeast,Corporate Demo,Individual,1,1.66,0.869,61424.81,3.8,32.7
2026-03-01,FLT0139,Cybertruck,Plaid,Midwest,Dealer Demo,Government,1,1.37,0.872,58274.03,4.5,36.1
2026-03-01,FLT0129,Model X,Plaid,East Coast,Event Demo,Individual,0,1.77,0.68,0.0,4.5,20.4
2026-03-01,FLT0343,Cybertruck,Plaid,Midwest,VIP Demo,Dealer,0,2.58,0.628,0.0,4.9,26.6
2026-03-01,FLT0308,Model 3,Standard Range,Southeast,Dealer Demo,Individual,0,1.7,0.801,0.0,4.3,20.1
2026-03-01,FLT0281,Model Y,Long Range,Midwest,Dealer Demo,Individual,0,1.25,0.84,0.0,4.3,14.4
2026-03-01,FLT0101,Model X,Performance,Southwest,Event Demo,Fleet,1,0.87,0.886,78713.22,4.1,29.0
2026-03-01,FLT0496,Cybertruck,Performance,Southeast,Corporate Demo,Dealer,0,0.97,0.597,0.0,4.0,43.6
2026-03-01,FLT0401,Model X,Standard Range,West Coast,Test Drive,Fleet,0,1.74,0.645,0.0,4.9,14.7
2026-03-01,FLT0021,Model S,Standard Range,East Coast,Event Demo,Corporate,1,2.46,0.861,78100.15,4.2,6.1
2026-03-01,FLT0149,Model S,Plaid,Southwest,Dealer Demo,Dealer,1,1.35,0.743,77804.09,4.0,19.7
2026-03-01,FLT0249,Model 3,Standard Range,Southwest,Test Drive,Dealer,0,0.83,0.84,0.0,4.6,28.5
2026-03-01,FLT0293,Model S,Long Range,East Coast,Test Drive,Fleet,0,2.22,0.788,0.0,4.2,7.1
2026-03-01,FLT0055,Model 3,Standard Range,Midwest,VIP Demo,Fleet,1,2.4,0.806,38839.38,3.8,17.9
2026-03-01,FLT0421,Model S,Standard Range,East Coast,VIP Demo,Fleet,0,2.18,0.659,0.0,3.7,48.1
2026-03-01,FLT0347,Cybertruck,Plaid,Southeast,VIP Demo,Dealer,1,1.86,0.77,58626.31,4.9,41.2
2026-03-01,FLT0231,Model Y,Standard Range,Southwest,VIP Demo,Corporate,1,1.28,0.907,47190.71,3.6,6.3
